run_id,config,start,end,verified_acc,safe,unsafe,timeout,mean_time_s,max_time_s,log_path
2026-03-14_mnist_baseline_0_20,mnist_baseline.yaml,0,20,100.0,20,0,0,0.2070614494706791,1.4575045108795166,项目书/实验日志/2026-03-14_mnist_baseline_0_20.log
