run_id,config,verified_acc,safe,unsafe,timeout,mean_time_s,max_time_s,log_path
baseline,mnist_baseline.yaml,100.0,20,0,0,0.2070614494706791,1.4575045108795166,项目书/实验日志/2026-03-14_mnist_baseline_0_20.log
auto,mnist_baseline_auto.yaml,100.0,20,0,0,0.1978517139136511,1.4222028255462646,项目书/实验日志/2026-03-14_mnist_auto_0_20.log
kfsb,mnist_baseline_kfsb.yaml,100.0,20,0,0,0.19448023847231363,1.3999128341674805,项目书/实验日志/2026-03-14_mnist_kfsb_0_20.log
